"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NQSVPHW7","journalArticle","2021","Andre Gomes Regino; Julio Cesar Dos Reis; Rodrigo Bonacin; Ahsan Morshed; Timos Sellis","Link maintenance for integrity in linked open data evolution: Literature survey and open challenges","Semantic Web","","22104968, 15700844","10.3233/SW-200398","https://www.medra.org/servlet/aliasResolver?alias=iospress&doi=10.3233/SW-200398","RDF data has been extensively deployed describing various types of resources in a structured way. Links between data elements described by RDF models stand for the core of Semantic Web. The rising amount of structured data published in public RDF repositories, also known as Linked Open Data, elucidates the success of the global and uniﬁed dataset proposed by the vision of the Semantic Web. Nowadays, semi-automatic algorithms build connections among these datasets by exploring a variety of methods. Interconnected open data demands automatic methods and tools to maintain their consistency over time. The update of linked data is considered as key process due to the evolutionary characteristic of such structured datasets. However, data changing operations might inﬂuence well-formed links, which turns difﬁcult to maintain the consistencies of connections over time. In this article, we propose a thorough survey that provides a systematic review of the state of the art in link maintenance in linked open data evolution scenario. We conduct a detailed analysis of the literature for characterising and understanding methods and algorithms responsible for detecting, ﬁxing and updating links between RDF data. Our investigation provides a categorisation of existing approaches as well as describes and discusses existing studies. The results reveal an absence of comprehensive solutions suited to fully detect, warn and automatically maintain the consistency of linked data over time.","2021-03-09","2023-09-28 09:01:57","2024-03-26 15:02:00","2023-09-28 09:02:54","517-541","","3","12","","SW","Link maintenance for integrity in linked open data evolution","","","","","","","en","","","","","DOI.org (Crossref)","","1 citations (Crossref) [2024-03-26] titleTranslation: 連結開放資料演化中完整性的連結維護：文獻調查與開放挑戰 abstractTranslation:  RDF 資料已被廣泛部署，以結構化方式描述各種類型的資源。 RDF模型所描述的資料元素之間的連結代表了語意Web的核心。公共 RDF 儲存庫中發布的結構化資料（也稱為連結開放資料）數量的不斷增加，闡明了語義 Web 願景提出的全球統一資料集的成功。如今，半自動演算法透過探索各種方法在這些數據集之間建立聯繫。互連的開放資料需要自動方法和工具來保持其隨時間的一致性。由於此類結構化資料集的演化特徵，連結資料的更新被認為是關鍵過程。然而，資料變更操作可能會影響格式良好的鏈接，這使得隨著時間的推移很難維持連接的一致性。在本文中，我們提出了一項全面的調查，對連結開放資料演進場景中連結維護的最新技術進行了系統性回顧。我們對文獻進行了詳細分析，以描述和理解負責檢測、修復和更新 RDF 數據之間連結的方法和演算法。我們的調查提供了現有方法的分類，並描述和討論了現有的研究。結果表明，缺乏適合完全檢測、警告和自動維護連結資料隨時間變化的一致性的綜合解決方案。","","C:\Users\BlackCat\Zotero\storage\D5I9LUHF\Regino et al. - 2021 - Link maintenance for integrity in linked open data.pdf","","重要; 未整理","Link integrity; link maintenance; RDF evolution","Oscar Corcho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WNT4N8MV","journalArticle","2016","Pierre-Yves Vandenbussche; Ghislain A. Atemezing; María Poveda-Villalón; Bernard Vatant","Linked Open Vocabularies (LOV): A gateway to reusable semantic vocabularies on the Web","Semantic Web","","22104968, 15700844","10.3233/SW-160213","https://www.medra.org/servlet/aliasResolver?alias=iospress&doi=10.3233/SW-160213","One of the major barriers to the deployment of Linked Data is the difﬁculty that data publishers have in determining which vocabularies to use to describe the semantics of data. This system report describes the Linked Open Vocabularies (LOV), a high quality catalogue of reusable vocabularies for the description of data on the Web. The LOV initiative gathers and makes visible indicators that have not been previously been harvested such as interconnection between vocabularies, version history, maintenance policy, along with past and current referent (individual or organization). The LOV goes beyond existing Semantic Web search engines and takes into consideration the value’s property type, matched with a query, to improve terms scoring. By providing an extensive range of data access methods (SPARQL endpoint, API, data dump or UI), we try to facilitate the reuse of well-documented vocabularies in the linked data ecosystem. We conclude that the adoption in many applications and methods of the LOV shows the beneﬁts of such a set of vocabularies and related features to aid the design and publication of data on the Web.","2016-12-06","2023-09-28 09:24:45","2024-03-26 15:01:59","2023-09-28 09:24:45","437-452","","3","8","","SW","Linked Open Vocabularies (LOV)","","","","","","","en","","","","","DOI.org (Crossref)","","179 citations (Crossref) [2024-03-26] abstractTranslation:  部署關聯資料的主要障礙之一是資料發布者難以確定使用哪些詞彙表來描述資料語義。此系統報告描述了連結開放詞彙表 (LOV)，這是一個用於描述 Web 資料的可重複使用詞彙表的高品質目錄。 LOV 計劃收集並製作以前未收集到的可見指標，例如詞彙表、版本歷史、維護策略以及過去和目前所指物件（個人或組織）之間的互連。 LOV 超越了現有的語意 Web 搜尋引擎，並考慮與查詢相符的值的屬性類型，以提高術語評分。透過提供廣泛的資料存取方法（SPARQL 端點、API、資料轉儲或 UI），我們嘗試促進連結資料生態系統中記錄良好的詞彙表的重複使用。我們的結論是，LOV 在許多應用程式和方法中的採用表明了這樣一組詞彙表和相關功能在幫助網路上資料的設計和發布方面的好處。 titleTranslation: 連結開放詞彙表 (LOV)：通往 Web 上可重複使用語意詞彙表的門戶","","C:\Users\BlackCat\Zotero\storage\6B88GRH6\Vandenbussche et al. - 2016 - Linked Open Vocabularies (LOV) A gateway to reusa.pdf","","","","Michel Dumontier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9KIGTFJX","conferencePaper","2016","Ghislain Auguste Atemezing; Pierre-Yves Vandenbussche","QA4LOV: A Natural Language Interface to Linked Open Vocabulary.","ISWC (Posters & Demos)","","","","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=39f8375d1741cfcf8dccc8ee9f3b054ea65028c2","","2016","2023-09-28 09:26:41","2023-11-28 02:44:13","2023-09-28 09:26:41","","","","","","","QA4LOV","","","","","Citeseer","","","","","","","Google Scholar","","","","C:\Users\BlackCat\Zotero\storage\VP7ZT4TC\Atemezing and Vandenbussche - 2016 - QA4LOV A Natural Language Interface to Linked Ope.pdf","","No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B8ZFUSA7","webpage","","","常见知识图谱系列 IV DBpedia CN_DBpedia","知乎专栏","","","","https://zhuanlan.zhihu.com/p/232121628","这是常见知识图谱系列第四篇：主要介绍基于英文wikipedia和中文weikpedia构建知识库(DBpedia, CN_DBpedia)的过程 常见知识图谱系列链接:常见知识图谱和概念图谱: https://zhuanlan.zhihu.com/p/214093805Yago and …","","2023-09-28 09:31:00","2023-09-28 09:56:28","2023-09-28 09:31:00","","","","","","","","","","","","","","zh","","","","","","","titleTranslation: 常見知識圖譜系列 IV DBpedia CN_DBpedia abstractTranslation:  這是常見知識圖譜系列第四篇：主要介紹基於中文wikipedia和中文weikpedia構建知識庫(DBpedia、CN_DBpedia)的過程常見知識圖譜系列連結：常見知識圖譜和概念圖譜：https://zhuanlan.zhihu.com /p/214093805亞戈和...","","C:\Users\BlackCat\Zotero\storage\J4PCU2X3\232121628.html","","知識圖譜; 中文; 文章","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KTCL4BVV","conferencePaper","2017","Bo Xu; Yong Xu; Jiaqing Liang; Chenhao Xie; Bin Liang; Wanyun Cui; Yanghua Xiao","CN-DBpedia: A Never-Ending Chinese Knowledge Extraction System","Advances in Artificial Intelligence: From Theory to Practice","978-3-319-60045-1","","10.1007/978-3-319-60045-1_44","","Great efforts have been dedicated to harvesting knowledge bases from online encyclopedias. These knowledge bases play important roles in enabling machines to understand texts. However, most current knowledge bases are in English and non-English knowledge bases, especially Chinese ones, are still very rare. Many previous systems that extract knowledge from online encyclopedias, although are applicable for building a Chinese knowledge base, still suffer from two challenges. The first is that it requires great human efforts to construct an ontology and build a supervised knowledge extraction model. The second is that the update frequency of knowledge bases is very slow. To solve these challenges, we propose a never-ending Chinese Knowledge extraction system, CN-DBpedia, which can automatically generate a knowledge base that is of ever-increasing in size and constantly updated. Specially, we reduce the human costs by reusing the ontology of existing knowledge bases and building an end-to-end facts extraction model. We further propose a smart active update strategy to keep the freshness of our knowledge base with little human costs. The 164 million API calls of the published services justify the success of our system.","2017","2023-09-28 09:35:00","2024-03-26 15:01:58","","428-438","","","","","","CN-DBpedia","Lecture Notes in Computer Science","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","120 citations (Crossref) [2024-03-26] titleTranslation: CN-DBpedia：永無止境的中文知識擷取系統 abstractTranslation:  人們付出了巨大的努力來從線上百科全書中獲取知識庫。這些知識庫在使機器理解文字方面發揮著重要作用。然而，目前的知識庫大多是英文的，非英文的知識庫，尤其是中文的知識庫還很少。以前的許多從線上百科全書中提取知識的系統雖然適用於建立中文知識庫，但仍面臨兩個挑戰。首先是建構本體、建立有監督的知識抽取模型需要付出龐大的人力。二是知識庫的更新頻率很慢。為了解決這些挑戰，我們提出了一個永無止境的中文知識抽取系統CN-DBpedia，它可以自動產生一個規模不斷增加並不斷更新的知識庫。特別是，我們透過重複使用現有知識庫的本體並建立端到端的事實提取模型來降低人力成本。我們進一步提出了一種智慧主動更新策略，以很少的人力成本來維持知識庫的新鮮度。已發布服務的 1.64 億次 API 呼叫證明了我們系統的成功。","","C:\Users\BlackCat\Zotero\storage\58UZMKMS\Xu et al. - 2017 - CN-DBpedia A Never-Ending Chinese Knowledge Extra.pdf","","重要; 知識本體; 知識圖譜; 中文","Current Knowledge Base; Exist Knowledge Base; Human Cost; Knowledge Base; Natural Language Sentence","Salem Benferhat; Karim Tabia; Moonis Ali","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G28DZJ55","conferencePaper","2016","Bo Xu; Yi Zhang; Jiaqing Liang; Yanghua Xiao; Seung-won Hwang; Wei Wang","Cross-Lingual Type Inference","Database Systems for Advanced Applications","978-3-319-32025-0","","10.1007/978-3-319-32025-0_28","","Entity typing is an essential task for constructing a knowledge base. However, many non-English knowledge bases fail to type their entities due to the absence of a reasonable local hierarchical taxonomy. Since constructing a widely accepted taxonomy is a hard problem, we propose to type these non-English entities with some widely accepted taxonomies in English, such as DBpedia, Yago and Freebase. We define this problem as cross-lingual type inference. In this paper, we present CUTE to type Chinese entities with DBpedia types. First we exploit the cross-lingual entity linking between Chinese and English entities to construct the training data. Then we propose a multi-label hierarchical classification algorithm to type these Chinese entities. Experimental results show the effectiveness and efficiency of our method.","2016","2023-09-28 09:47:17","2024-03-26 15:01:58","","447-462","","","","","","","Lecture Notes in Computer Science","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","13 citations (Crossref) [2024-03-26] titleTranslation: 跨語言類型推斷 abstractTranslation:  實體類型是建構知識庫的一項重要任務。然而，由於缺乏合理的本地分層分類法，許多非英語知識庫無法鍵入其實體。由於建立廣泛接受的分類法是一個難題，因此我們建議使用一些廣泛接受的英語分類法對這些非英語實體進行分類，例如 DBpedia、Yago 和 Freebase。我們將這個問題定義為跨語言類型推理。在本文中，我們提出了 CUTE 來使用 DBpedia 類型來輸入中文實體。首先，我們利用中文和英文實體之間的跨語言實體連結來建立訓練資料。然後我們提出了一種多標籤層次分類演算法來對這些中文實體進行分類。實驗結果顯示了我們方法的有效性和效率。","","","","重要; 知識本體; 待讀; 無法取得; 本體建立; 中文","English Type; Entity Typing; Head Compound; Local Knowledge Base; Name Entity Recognition","Shamkant B. Navathe; Weili Wu; Shashi Shekhar; Xiaoyong Du; X. Sean Wang; Hui Xiong","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NK9WLNF4","webpage","","","实践篇（五）：KBQA Demo","知乎专栏","","","","https://zhuanlan.zhihu.com/p/33363861","作为实践篇的最后一篇，我们将介绍如何用Python完成一个简易的问答程序。下图是demo的展示效果： 查询结果为空，回答“I don&#39;t know.”；不能理解问句，回答“I can&#39;t understand.”。本实现参考了王昊奋…","","2023-09-28 10:09:45","2023-10-16 02:47:52","2023-09-28 10:09:45","","","","","","","","","","","","","","zh","","","","","","","abstractTranslation:  作為實作篇的最後一篇，我們將介紹如何用Python完成一個簡單的問答程序。下圖是demo的展示效果：查詢結果為空，回答「我不知道。」；不能理解問句，回答「我聽不懂。」。本實現參考了王昊奮... titleTranslation: 實作篇(五):KBQA Demo","","C:\Users\BlackCat\Zotero\storage\UXPDMQDW\33363861.html","","知識本體; 知識圖譜; 問答系統","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K7TNH64T","journalArticle","","Mariano Fernandez; Asuncion Gomez-Pearez; Natalia Juristo","Methontology: From Ontological Art Towards Ontological Engineering","","","","","","","","2023-10-03 15:47:41","2023-11-23 09:22:44","","","","","","","","","","","","","","","en","","","","","Zotero","","titleTranslation: 方法論：從本體藝術到本體工程","","C:\Users\BlackCat\Zotero\storage\4R5IYWND\Fernandez 等。 - Methontology From Ontological Art Towards Ontolog.pdf","","知識本體; 本體建立; 經典","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KNPRE8MY","webpage","","","以「問題–解法」為基礎的軟體知識分類法__臺灣博碩士論文知識加值系統","","","","","https://ndltd.ncl.edu.tw/cgi-bin/gs32/gsweb.cgi/login?o=dnclcdr&s=id=%22092NCTU5392004%22.&searchmode=basic","","","2023-10-05 02:28:52","2023-10-05 02:28:56","2023-10-05 02:28:52","","","","","","","","","","","","","","","","","","","","","","","C:\Users\BlackCat\Zotero\storage\66YAJ8SU\login.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTZTD34T","journalArticle","1995","Vasant Honavar","Symbolic Artificial Intelligence And Numeric Artificial Neural Networks: Towards A Resolution Of The Dichotomy","","","978-0-7923-9517-1","10.1007/978-0-585-29599-2_11","","This memory can take several forms based on the time scales at which such modifications are allowed. Some symbol structures might have the property of determining choice and the order of application of transformations to be applied on other symbol structures. These are essentially the programs. Programs when executed --- typically through the conventional process of compilation and interpretation and eventually --- when they operate on symbols that are linked through grounding to particular effectors --- produce behavior. Working memory holds symbol structures as they are being processed. Long-term memory, generally speaking, is the repository of programs and can be changed by addition, deletion, or modification of symbol structures that it holds. Such a system can compute any Turing-computable function provided it has sufficiently large memory and its primitive set of transformations are adequate for the composition of arbitrarily symbol structures (programs) and the interpreter is capable of interpreting any possible symbol structure. This also means that any particular set of symbolic processes can be carried out by an NANN --- provided it has potentially infinite memory, or finds a way to use its transducers and effectors to use the external physical environment to serve as its memory). 14 Chapter 12 Knowledge in SAI systems is typically embedded in complex symbol structures such as lists (Norvig, 1992), logical databases (Genesereth and Nilsson, 1987), semantic networks (Quillian, 1968), frames (Minsky, 1975), schemas (Arbib, 1972; 1994), and manipulated by (often serial) procedures or inferences (e.g., list processing, application of production rules (Waterman, 1985), or execution of logic programs (Kowalski, 1977) carried out by a central processor that accesse...","1995-07-06","2023-10-11 05:20:50","2024-03-26 15:01:56","","","","","","","","Symbolic Artificial Intelligence And Numeric Artificial Neural Networks","","","","","","","","","","","","ResearchGate","","10 citations (Crossref) [2024-03-26]","","C:\Users\BlackCat\Zotero\storage\8QE2KBTP\Honavar - 1995 - Symbolic Artificial Intelligence And Numeric Artif.pdf; ","https://www.researchgate.net/publication/2240301_Symbolic_Artificial_Intelligence_And_Numeric_Artificial_Neural_Networks_Towards_A_Resolution_Of_The_Dichotomy","經典","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W4PN6Q9Z","conferencePaper","2016","Lisa Ehrlinger; Wolfram Wöß","Towards a Definition of Knowledge Graphs","","","","","","Recently, the term knowledge graph has been used frequently in research and business, usually in close association with Semantic Web technologies, linked data, large-scale data analytics and cloud computing. Its popularity is clearly influenced by the introduction of Google's Knowledge Graph in 2012, and since then the term has been widely used without a definition. A large variety of interpretations has hampered the evolution of a common understanding of knowledge graphs. Numerous research papers refer to Google's Knowledge Graph, although no official documentation about the used methods exists. The prerequisite for widespread academic and commercial adoption of a concept or technology is a common understanding, based ideally on a definition that is free from ambiguity. We tackle this issue by discussing and defining the term knowledge graph, considering its history and diversity in interpretations and use. Our goal is to propose a definition of knowledge graphs that serves as basis for discussions on this topic and contributes to a common vision.","2016-09-01","2023-08-11 08:21:59","2023-11-23 09:23:43","","","","","","","","","","","","","","","","","","","","ResearchGate","","","","C:\Users\BlackCat\Zotero\storage\2QIG8UAY\Ehrlinger and Wöß - 2016 - Towards a Definition of Knowledge Graphs.pdf; ","https://www.researchgate.net/publication/323316736_Towards_a_Definition_of_Knowledge_Graphs","知識圖譜; 已整理; 經典","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2N9A3NM","journalArticle","2020","David N. Nicholson; Casey S. Greene","Constructing knowledge graphs and their biomedical applications","Computational and Structural Biotechnology Journal","","2001-0370","10.1016/j.csbj.2020.05.017","https://www.sciencedirect.com/science/article/pii/S2001037020302804","Knowledge graphs can support many biomedical applications. These graphs represent biomedical concepts and relationships in the form of nodes and edges. In this review, we discuss how these graphs are constructed and applied with a particular focus on how machine learning approaches are changing these processes. Biomedical knowledge graphs have often been constructed by integrating databases that were populated by experts via manual curation, but we are now seeing a more robust use of automated systems. A number of techniques are used to represent knowledge graphs, but often machine learning methods are used to construct a low-dimensional representation that can support many different applications. This representation is designed to preserve a knowledge graph’s local and/or global structure. Additional machine learning methods can be applied to this representation to make predictions within genomic, pharmaceutical, and clinical domains. We frame our discussion first around knowledge graph construction and then around unifying representational learning techniques and unifying applications. Advances in machine learning for biomedicine are creating new opportunities across many domains, and we note potential avenues for future work with knowledge graphs that appear particularly promising.","2020-01-01","2023-10-11 05:12:43","2024-03-26 15:01:57","2023-10-11 05:12:43","1414-1428","","","18","","Computational and Structural Biotechnology Journal","","","","","","","","","","","","","ScienceDirect","","128 citations (Crossref) [2024-03-26]","","C:\Users\BlackCat\Zotero\storage\47A7XTCC\Nicholson and Greene - 2020 - Constructing knowledge graphs and their biomedical.pdf; C:\Users\BlackCat\Zotero\storage\2E3XIDMN\S2001037020302804.html","","機器學習; 知識圖譜; 已讀; 已整理; 醫學; 本體建立","Natural language processing; Machine learning; knowledge graphs; Text mining; Lterature review; Network embeddings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QHNQWWWM","conferencePaper","2015","Dave Towey; David Foster; Filippo Gilardi; Paul Martin; Andy White; Cecilia Goria","Researching and supporting student note-taking: Building a multimedia note-taking app","2015 IEEE International Conference on Teaching, Assessment, and Learning for Engineering (TALE)","","","10.1109/TALE.2015.7386015","https://ieeexplore.ieee.org/document/7386015/citations?tabFilter=papers#citations","In late 2014 collaborative research was undertaken between colleagues in the departments of Computer Science, International Communications, the Centre for English language Education (CELE), and the Language Centre at a global higher education institution (HEI-A), located partly in mainland China. This research aims to explore student note-taking habits, especially in the context of more multimedia-intense content. As part of this, student note-taking habits have been observed and studied, and a software application is being developed which will both support student multimedia note-taking, and facilitate research into note-taking habits. An interesting aspect of this project has been the inclusion of HEI-A undergraduate computer science students as software developers. This paper outlines some findings of our research in terms of defining student note-taking habits, describes some of the issues we faced during the first stages of the project and gives a short description on how this application could be used for teaching and research purposes in the future.","2015-02","2023-10-12 05:41:54","2024-03-26 15:01:55","2023-10-12 05:41:54","54-58","","","","","","Researching and supporting student note-taking","","","","","","","","","","","","IEEE Xplore","","9 citations (Crossref) [2024-03-26]","","C:\Users\BlackCat\Zotero\storage\I6GTZ98W\citations.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 IEEE International Conference on Teaching, Assessment, and Learning for Engineering (TALE)","","","","","","","","","","","","","","",""
"NTRLX4Z6","conferencePaper","2023","Jie Cao; Zhou Li; Yuanchen Zheng; Ning Ma","Does Taking Collaborative Notes Really Help? A Comparative Analysis of Synchronous and Asynchronous Online Learning","2023 5th International Conference on Computer Science and Technologies in Education (CSTE)","","","10.1109/CSTE59648.2023.00034","https://ieeexplore.ieee.org/document/10261556","Collaborative note-taking has become more popular for its benefits. In addition, with online learning development, more and more teachers and students tend to engage in the online synchronous or asynchronous learning mode. However, the effect of collaborative notes in different online learning modes has yet to be empirically investigated. This study compared the difference in notes quality and students' learning performance when taking collaborative notes between the two online learning modes. Results showed that (1) compared to the synchronous mode, students' collaborative notes quality is better in the asynchronous learning mode, and students could achieve higher learning gains; (2) students with low prior knowledge levels are more productive in producing high-quality notes and receive more significant learning gain from them. These findings suggested that teachers can adapt collaborative notes in online asynchronous learning of introductory courses to enhance students' learning outcomes.","2023-04","2023-10-12 05:42:19","2024-03-26 15:01:54","2023-10-12 05:42:19","159-164","","","","","","Does Taking Collaborative Notes Really Help?","","","","","","","","","","","","IEEE Xplore","","0 citations (Crossref) [2024-03-26]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 5th International Conference on Computer Science and Technologies in Education (CSTE)","","","","","","","","","","","","","","",""
"M3S4ZF4E","conferencePaper","2022","Kurt Miller","Comprehension of Contextual Semantics Across Clinical Healthcare Domains","2022 IEEE 10th International Conference on Healthcare Informatics (ICHI)","","","10.1109/ICHI54592.2022.00077","https://ieeexplore.ieee.org/document/9874473","The widespread lack of adoption of clinical notetaking standards has rendered information retrieval from Electronic Health Records (EHRs) especially challenging using traditional Natural Language Processing (NLP) techniques. Clinical note authors too commonly adopt their own note-taking structures and styles, limiting the applicability of rule-based and statistical models. While the context of any given sentence within a note carries important implied information, context is notoriously difficult for a language model to infer. However, recent advances in deep learning NLP methods such as pre-training on domain-specific corpora, novel embedding structures, and transformer architectures have enabled an awareness of context not previously attainable. In this work, I study the application of these evidenced NLP approaches to a gold standard annotated corpus of primary care notes of multiple Mayo Clinic EHR systems. The strongly labelled data will be supplemented with large volumes of weakly labelled data curated using distant supervision. The combined dataset will be used to train and evaluate context classification and section boundary detection models that classify the current context of a sentence given adjacent text segments. Once validated against primary care corpora, transfer learning methods will enable access to shared knowledge across more specific clinical domains, enabling generalizability across clinical domains and a degree of transparency into the shared aspects of the integrated model.","2022-06","2023-10-12 05:42:36","2024-03-26 15:01:53","2023-10-12 05:42:36","479-480","","","","","","","","","","","","","","","","","","IEEE Xplore","","0 citations (Crossref) [2024-03-26] ISSN: 2575-2634","","C:\Users\BlackCat\Zotero\storage\7H57DTR5\9874473.html","","機器學習; 病歷分析; 醫學","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 IEEE 10th International Conference on Healthcare Informatics (ICHI)","","","","","","","","","","","","","","",""
"5TRPQIQ6","journalArticle","2023","Yuxin Yao; Eann A. Patterson; Richard J. Taylor","The Influence of Digital Technologies on Knowledge Management in Engineering: A Systematic Literature Review","IEEE Transactions on Knowledge and Data Engineering","","1558-2191","10.1109/TKDE.2023.3285952","https://ieeexplore.ieee.org/document/10159469","Digital technologies are gaining widespread acceptance in engineering and offer opportunities for collating and curating knowledge during and beyond the life cycle of engineering products. Knowledge is central to strategy and operations in most engineering organizations and digital technologies have been employed in attempts to improve current knowledge management practices. A systematic literature review was undertaken to address the question: how do digital technologies influence knowledge management in the engineering sector? Twenty-seven primary studies were identified from 3097 papers on these topics within the engineering literature published between 2010 and 2022. Four knowledge management processes supported by digital technologies were recognized: knowledge creation, storage and retrieval, sharing and application. In supporting knowledge management, digital technologies were found to have been acting in five roles: repositories, transactive memory systems, communication spaces, boundary objects and non-human actors. However, the ability of digital technologies to perform these roles simultaneously had not been considered and similarly knowledge management had not been addressed as a holistic process. Hence, it was concluded that a holistic approach to knowledge management combined with the deployment of digital technologies in multiple roles simultaneously would likely yield significant competitive advantage and organizational value for organizations in the engineering sector.","2023","2023-10-12 05:44:10","2024-03-26 15:01:53","2023-10-12 05:44:10","1-15","","","","","","The Influence of Digital Technologies on Knowledge Management in Engineering","","","","","","","","","","","","IEEE Xplore","","1 citations (Crossref) [2024-03-26] Conference Name: IEEE Transactions on Knowledge and Data Engineering","","D:\Paper\Yao et al. - 2023 - The Influence of Digital Technologies on Knowledge.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SV9FJCSM","journalArticle","2023","Rihan Hai; Christos Koutras; Christoph Quix; Matthias Jarke","Data Lakes: A Survey of Functions and Systems","IEEE Transactions on Knowledge and Data Engineering","","1558-2191","10.1109/TKDE.2023.3270101","https://ieeexplore.ieee.org/document/10107808","Data lakes are becoming increasingly prevalent for big data management and data analytics. In contrast to traditional ‘schema-on-write’ approaches such as data warehouses, data lakes are repositories storing raw data in its original formats and providing a common access interface. Despite the strong interest raised from both academia and industry, there is a large body of ambiguity regarding the definition, functions and available technologies for data lakes. A complete, coherent picture of data lake challenges and solutions is still missing. This survey reviews the development, architectures, and systems of data lakes. We provide a comprehensive overview of research questions for designing and building data lakes. We classify the existing approaches and systems based on their provided functions for data lakes, which makes this survey a useful technical reference for designing, implementing and deploying data lakes. We hope that the thorough comparison of existing solutions and the discussion of open research challenges in this survey will motivate the future development of data lake research and practice.","2023","2023-10-12 05:45:03","2024-03-26 15:01:52","2023-10-12 05:45:03","1-20","","","","","","Data Lakes","","","","","","","","","","","","IEEE Xplore","","7 citations (Crossref) [2024-03-26] Conference Name: IEEE Transactions on Knowledge and Data Engineering","","C:\Users\BlackCat\Zotero\storage\33T5GEEE\Hai 等。 - 2023 - Data Lakes A Survey of Functions and Systems.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
